Datetime;Open;High;Low;Close;Adj Close;Volume
2024-12-10 08:00:00+00:00;124.08000183105469;124.08000183105469;123.43000030517578;123.66000366210938;123.66000366210938;0
2024-12-10 08:01:00+00:00;123.48999786376953;123.48999786376953;123.48999786376953;123.48999786376953;123.48999786376953;2
2024-12-10 08:05:00+00:00;123.63999938964844;123.70999908447266;123.63999938964844;123.70999908447266;123.70999908447266;0
2024-12-10 08:06:00+00:00;123.47000122070312;123.47000122070312;123.47000122070312;123.47000122070312;123.47000122070312;168
2024-12-10 08:25:00+00:00;123.47000122070312;123.47000122070312;123.47000122070312;123.47000122070312;123.47000122070312;1
2024-12-10 08:31:00+00:00;123.43000030517578;123.43000030517578;123.43000030517578;123.43000030517578;123.43000030517578;100
2024-12-10 08:33:00+00:00;123.45999908447266;123.45999908447266;123.45999908447266;123.45999908447266;123.45999908447266;4
2024-12-10 08:40:00+00:00;123.62999725341797;123.62999725341797;123.62999725341797;123.62999725341797;123.62999725341797;0
2024-12-10 08:50:00+00:00;123.33999633789062;123.33999633789062;123.33999633789062;123.33999633789062;123.33999633789062;6
2024-12-10 08:55:00+00:00;123.3499984741211;123.4000015258789;123.3499984741211;123.4000015258789;123.4000015258789;51
2024-12-10 09:05:00+00:00;123.26000213623047;123.26000213623047;123.26000213623047;123.26000213623047;123.26000213623047;12
2024-12-10 09:06:00+00:00;123.25;123.41000366210938;123.25;123.41000366210938;123.41000366210938;6
2024-12-10 09:11:00+00:00;123.30999755859375;123.30999755859375;123.30999755859375;123.30999755859375;123.30999755859375;4842
2024-12-10 09:27:00+00:00;123.45999908447266;123.45999908447266;123.45999908447266;123.45999908447266;123.45999908447266;0
2024-12-10 09:41:00+00:00;123.20999908447266;123.20999908447266;123.20999908447266;123.20999908447266;123.20999908447266;0
2024-12-10 09:45:00+00:00;123.33999633789062;123.33999633789062;123.33999633789062;123.33999633789062;123.33999633789062;0
2024-12-10 09:46:00+00:00;123.3499984741211;123.3499984741211;123.3499984741211;123.3499984741211;123.3499984741211;0
2024-12-10 09:56:00+00:00;123.41000366210938;123.41000366210938;123.25;123.2699966430664;123.2699966430664;2779
2024-12-10 10:47:00+00:00;123.73999786376953;123.73999786376953;123.73999786376953;123.73999786376953;123.73999786376953;0
2024-12-10 11:34:00+00:00;123.94999694824219;123.94999694824219;123.94999694824219;123.94999694824219;123.94999694824219;129
2024-12-10 11:36:00+00:00;124.0;124.0;124.0;124.0;124.0;284
2024-12-10 11:40:00+00:00;124.13999938964844;124.13999938964844;124.13999938964844;124.13999938964844;124.13999938964844;0
2024-12-10 12:20:00+00:00;123.9000015258789;123.9000015258789;123.87000274658203;123.87000274658203;123.87000274658203;95
2024-12-10 13:29:00+00:00;123.88999938964844;123.88999938964844;123.88999938964844;123.88999938964844;123.88999938964844;0
2024-12-10 13:31:00+00:00;123.91000366210938;123.91000366210938;123.91000366210938;123.91000366210938;123.91000366210938;0
2024-12-10 14:46:00+00:00;124.01000213623047;124.01000213623047;124.01000213623047;124.01000213623047;124.01000213623047;3171
2024-12-10 14:56:00+00:00;123.5;123.5;123.5;123.5;123.5;0
2024-12-10 14:57:00+00:00;123.51000213623047;123.51000213623047;123.51000213623047;123.51000213623047;123.51000213623047;1
2024-12-10 15:01:00+00:00;123.98999786376953;123.98999786376953;123.98999786376953;123.98999786376953;123.98999786376953;5
2024-12-10 15:06:00+00:00;124.0999984741211;124.0999984741211;124.0999984741211;124.0999984741211;124.0999984741211;4
2024-12-10 15:09:00+00:00;124.0;124.0;124.0;124.0;124.0;0
2024-12-10 15:17:00+00:00;124.02999877929688;124.02999877929688;124.02999877929688;124.02999877929688;124.02999877929688;10
2024-12-10 15:21:00+00:00;124.18000030517578;124.18000030517578;124.18000030517578;124.18000030517578;124.18000030517578;2
2024-12-10 15:27:00+00:00;124.19000244140625;124.19000244140625;124.19000244140625;124.19000244140625;124.19000244140625;1
2024-12-10 15:56:00+00:00;124.05000305175781;124.05000305175781;124.05000305175781;124.05000305175781;124.05000305175781;6
2024-12-10 15:58:00+00:00;124.01000213623047;124.01000213623047;124.01000213623047;124.01000213623047;124.01000213623047;0
2024-12-10 16:05:00+00:00;123.94999694824219;123.94999694824219;123.93000030517578;123.93000030517578;123.93000030517578;5617
2024-12-10 16:29:00+00:00;123.2300033569336;123.66500091552734;123.2300033569336;123.66500091552734;123.66500091552734;0
