Datetime;Open;High;Low;Close;Adj Close;Volume
2024-10-14 09:30:00-04:00;5829.81005859375;5832.43017578125;5829.56982421875;5831.60986328125;5831.60986328125;0
2024-10-14 09:31:00-04:00;5831.3798828125;5831.8701171875;5829.56982421875;5829.85009765625;5829.85009765625;16786681
2024-10-14 09:32:00-04:00;5829.7900390625;5832.72998046875;5829.77978515625;5832.72998046875;5832.72998046875;9919309
2024-10-14 09:33:00-04:00;5832.8798828125;5834.740234375;5832.8798828125;5834.72998046875;5834.72998046875;9128253
2024-10-14 09:34:00-04:00;5834.81005859375;5837.58984375;5834.77001953125;5837.08984375;5837.08984375;10285775
2024-10-14 09:35:00-04:00;5837.25;5839.1201171875;5837.25;5838.259765625;5838.259765625;9585673
2024-10-14 09:36:00-04:00;5838.27978515625;5838.72998046875;5836.830078125;5838.72998046875;5838.72998046875;8219515
2024-10-14 09:37:00-04:00;5838.759765625;5839.60009765625;5838.39013671875;5839.06005859375;5839.06005859375;6760697
2024-10-14 09:38:00-04:00;5839.009765625;5840.6201171875;5838.1201171875;5838.72998046875;5838.72998046875;6387200
2024-10-14 09:39:00-04:00;5838.81005859375;5839.27978515625;5837.8798828125;5838.72998046875;5838.72998046875;6944582
2024-10-14 09:40:00-04:00;5838.740234375;5839.85009765625;5836.97021484375;5838.31982421875;5838.31982421875;6674526
2024-10-14 09:41:00-04:00;5838.43017578125;5838.77978515625;5837.68017578125;5838.06982421875;5838.06982421875;5337588
2024-10-14 09:42:00-04:00;5838.27978515625;5839.06982421875;5837.22021484375;5838.41015625;5838.41015625;5815492
2024-10-14 09:43:00-04:00;5838.509765625;5841.419921875;5838.08984375;5841.3798828125;5841.3798828125;7142743
2024-10-14 09:44:00-04:00;5841.259765625;5841.509765625;5840.580078125;5841.0;5841.0;6847207
2024-10-14 09:45:00-04:00;5840.9599609375;5842.6298828125;5840.740234375;5842.39990234375;5842.39990234375;7447517
2024-10-14 09:46:00-04:00;5842.22021484375;5845.27978515625;5842.22021484375;5844.2001953125;5844.2001953125;7541314
2024-10-14 09:47:00-04:00;5844.009765625;5844.83984375;5843.7099609375;5844.66015625;5844.66015625;6614154
2024-10-14 09:48:00-04:00;5844.7099609375;5847.18994140625;5844.3798828125;5847.18994140625;5847.18994140625;7163606
2024-10-14 09:49:00-04:00;5847.240234375;5848.91015625;5846.81005859375;5848.7001953125;5848.7001953125;6550165
