Date;Open;High;Low;Close;Adj Close;Volume
2009-06-16;83.91999816894531;83.91999816894531;83.91999816894531;83.91999816894531;83.91999816894531;0
2009-06-17;83.41000366210938;83.41000366210938;83.41000366210938;83.41000366210938;83.41000366210938;0
2009-06-18;83.37000274658203;83.37000274658203;83.37000274658203;83.37000274658203;83.37000274658203;0
2009-06-19;84.12999725341797;84.12999725341797;84.12999725341797;84.12999725341797;84.12999725341797;0
2009-06-22;82.19000244140625;82.19000244140625;82.19000244140625;82.19000244140625;82.19000244140625;0
2009-06-23;81.36000061035156;81.36000061035156;81.36000061035156;81.36000061035156;81.36000061035156;0
2009-06-24;82.33999633789062;82.33999633789062;82.33999633789062;82.33999633789062;82.33999633789062;0
2009-06-25;83.66000366210938;83.66000366210938;83.66000366210938;83.66000366210938;83.66000366210938;0
2009-06-26;83.2300033569336;83.2300033569336;83.2300033569336;83.2300033569336;83.2300033569336;0
2009-06-29;83.9000015258789;83.9000015258789;83.9000015258789;83.9000015258789;83.9000015258789;0
2009-06-30;83.51000213623047;83.51000213623047;83.51000213623047;83.51000213623047;83.51000213623047;0
2009-07-01;83.66000366210938;83.66000366210938;83.66000366210938;83.66000366210938;83.66000366210938;0
2009-07-02;82.16000366210938;82.16000366210938;82.16000366210938;82.16000366210938;82.16000366210938;0
2009-07-03;82.16999816894531;82.16999816894531;82.16999816894531;82.16999816894531;82.16999816894531;0
2009-07-06;82.12999725341797;82.12999725341797;82.12999725341797;82.12999725341797;82.12999725341797;0
2009-07-07;80.70999908447266;80.70999908447266;80.70999908447266;80.70999908447266;80.70999908447266;0
2009-07-08;80.55999755859375;80.55999755859375;80.55999755859375;80.55999755859375;80.55999755859375;0
2009-07-09;80.56999969482422;80.56999969482422;80.56999969482422;80.56999969482422;80.56999969482422;0
2009-07-10;80.33000183105469;80.33000183105469;80.33000183105469;80.33000183105469;80.33000183105469;0
2009-07-13;81.45999908447266;81.45999908447266;81.45999908447266;81.45999908447266;81.45999908447266;0
2009-07-14;82.44000244140625;82.44000244140625;82.44000244140625;82.44000244140625;82.44000244140625;0
2009-07-15;83.91000366210938;83.91000366210938;83.91000366210938;83.91000366210938;83.91000366210938;0
2009-07-16;84.44999694824219;84.44999694824219;84.44999694824219;84.44999694824219;84.44999694824219;0
2009-07-17;84.63999938964844;84.63999938964844;84.63999938964844;84.63999938964844;84.63999938964844;0
2009-07-20;85.1500015258789;85.1500015258789;85.1500015258789;85.1500015258789;85.1500015258789;0
2009-07-21;85.8499984741211;85.8499984741211;85.8499984741211;85.8499984741211;85.8499984741211;0
2009-07-22;86.01000213623047;86.01000213623047;86.01000213623047;86.01000213623047;86.01000213623047;0
2009-07-23;87.41999816894531;87.41999816894531;87.41999816894531;87.41999816894531;87.41999816894531;0
2009-07-24;87.94999694824219;87.94999694824219;87.94999694824219;87.94999694824219;87.94999694824219;0
2009-07-27;88.2300033569336;88.2300033569336;88.2300033569336;88.2300033569336;88.2300033569336;0
2009-07-28;88.1500015258789;88.1500015258789;88.1500015258789;88.1500015258789;88.1500015258789;0
2009-07-29;88.4800033569336;88.4800033569336;88.4800033569336;88.4800033569336;88.4800033569336;0
2009-07-30;89.80999755859375;89.80999755859375;89.80999755859375;89.80999755859375;89.80999755859375;0
2009-07-31;89.58999633789062;89.58999633789062;89.58999633789062;89.58999633789062;89.58999633789062;0
2009-08-03;89.87000274658203;89.87000274658203;89.87000274658203;89.87000274658203;89.87000274658203;0
