Datetime;Open;High;Low;Close;Adj Close;Volume
2024-11-26 09:30:00-05:00;6000.02978515625;6001.93017578125;5999.759765625;6000.25;6000.25;0
2024-11-26 09:31:00-05:00;5999.7998046875;6004.58984375;5999.580078125;6003.75;6003.75;16740211
2024-11-26 09:32:00-05:00;6004.0498046875;6005.4501953125;6001.02001953125;6005.3798828125;6005.3798828125;13717933
2024-11-26 09:33:00-05:00;6005.77001953125;6005.83984375;6002.83984375;6002.83984375;6002.83984375;10737887
2024-11-26 09:34:00-05:00;6003.31005859375;6004.66015625;6003.08984375;6004.41015625;6004.41015625;10184093
2024-11-26 09:35:00-05:00;6004.41015625;6006.7099609375;6003.83984375;6005.35009765625;6005.35009765625;11330836
2024-11-26 09:36:00-05:00;6005.31982421875;6005.6298828125;6003.10009765625;6005.08984375;6005.08984375;9533876
2024-11-26 09:37:00-05:00;6005.240234375;6006.27978515625;6004.14013671875;6005.89990234375;6005.89990234375;8799078
2024-11-26 09:38:00-05:00;6006.009765625;6006.35986328125;6003.10009765625;6003.169921875;6003.169921875;8709330
2024-11-26 09:39:00-05:00;6003.18017578125;6003.18017578125;5999.7001953125;6000.3701171875;6000.3701171875;9490680
2024-11-26 09:40:00-05:00;6000.31005859375;6001.669921875;5999.830078125;6000.740234375;6000.740234375;8199984
2024-11-26 09:41:00-05:00;6000.7099609375;6000.89990234375;5996.85986328125;5996.85986328125;5996.85986328125;7902324
2024-11-26 09:42:00-05:00;5997.080078125;6000.919921875;5997.080078125;6000.919921875;6000.919921875;7919480
2024-11-26 09:43:00-05:00;6001.14990234375;6002.5;6000.18994140625;6000.35986328125;6000.35986328125;8824980
2024-11-26 09:44:00-05:00;6000.10009765625;6000.68994140625;5999.02001953125;5999.5400390625;5999.5400390625;7332439
2024-11-26 09:45:00-05:00;5999.75;6002.8798828125;5999.52001953125;6002.8798828125;6002.8798828125;8577929
2024-11-26 09:46:00-05:00;6003.0498046875;6003.06982421875;5999.93017578125;6000.68017578125;6000.68017578125;7336035
2024-11-26 09:47:00-05:00;6000.7099609375;6002.14990234375;6000.7099609375;6001.7900390625;6001.7900390625;8162690
2024-11-26 09:48:00-05:00;6001.72998046875;6002.830078125;6001.35009765625;6001.77978515625;6001.77978515625;6551519
2024-11-26 09:49:00-05:00;6002.18994140625;6004.85009765625;6002.02978515625;6004.75;6004.75;7448523
2024-11-26 09:50:00-05:00;6004.8701171875;6007.06005859375;6004.8701171875;6006.75;6006.75;8185293
2024-11-26 09:51:00-05:00;6006.7998046875;6008.02001953125;6006.14013671875;6007.5;6007.5;7276834
2024-11-26 09:52:00-05:00;6007.419921875;6007.93994140625;6005.7001953125;6005.9501953125;6005.9501953125;6413639
2024-11-26 09:53:00-05:00;6005.91015625;6006.22021484375;6002.66015625;6002.85009765625;6002.85009765625;6929470
2024-11-26 09:54:00-05:00;6003.02001953125;6004.02978515625;6001.06982421875;6001.1298828125;6001.1298828125;7377979
2024-11-26 09:55:00-05:00;6001.14013671875;6002.85986328125;6001.10986328125;6001.740234375;6001.740234375;5882981
2024-11-26 09:56:00-05:00;6001.60009765625;6002.47021484375;5999.60986328125;5999.66015625;5999.66015625;6358694
